titre,prix,surface,pieces,adresse,type_bien,prix au m²
3 chambres appartement de 66m² à Nice,1300,66,3,"Nice, Maritime Alps, France",appartement,20
4 chambres appartement de 103m² à Nice,1200,103,4,"Nice-Ville, Parvis de la Gare, 06000 Nice, France",appartement,12
3 chambres appartement de 83m² à Nice,1150,83,3,"Nice, Maritime Alps, France",appartement,14
1 chambre de 70m² à Nice,650,70,1,"48 Avenue Jean Médecin, 06000 Nice, France",chambre,9
2 chambres appartement de 49m² à Nice,832,49,2,"Allée Privée Rose de France, 06206 Nice, France",appartement,17
1 chambre de 78m² à Nice,550,78,1,"Nice, Maritime Alps, France",chambre,7
1 chambre appartement de 20m² à Nice,660,20,1,"Nice-Ville, Parvis de la Gare, 06000 Nice, France",appartement,33
1 chambre maison de 22m² à Nice,350,22,1,"Vieux Nice, Nice, Maritime Alps, France",maison,16
2 chambres appartement de 37m² à Nice,728,37,2,"Nice, Maritime Alps, France",appartement,20
1 chambre studio de 18m² à Nice,550,18,1,"Avenue de Gairaut, 06106 Nice, France",studio,31
1 chambre appartement de 17m² à Nice,500,17,1,"62 Chemin du Haut Magnan, 06000 Nice, France",appartement,29
3 chambres appartement de 56m² à Nice,882,56,3,"Nice, Maritime Alps, France",appartement,16
4 chambres appartement de 174m² à Nice,12000,174,4,"5 Rue de l'Hôtel de Ville, 06300 Nice, France",appartement,69
3 chambres appartement de 74m² à Nice,1208,74,3,"Le Stade, 2 Rue des Chevaliers de Malte, 06100 Nice, France",appartement,16
3 chambres appartement de 71m² à Nice,1180,71,3,"06000 Nice, France",appartement,17
2 chambres appartement de 32m² à Nice,820,32,2,"Nice-Ville, Parvis de la Gare, 06000 Nice, France",appartement,26
2 chambres appartement de 45m² à Nice,737,45,2,"Nice, Maritime Alps, France",appartement,16
3 chambres appartement de 61m² à Nice,1130,61,3,"06200 Nice, France",appartement,19
2 chambres appartement de 38m² à Nice,731,38,2,"06300 Nice, France",appartement,19
1 chambre appartement de 25m² à Nice,687,25,1,"Nice, Maritime Alps, France",appartement,27
3 chambres appartement de 67m² à Nice,1100,67,3,"6 Rue Georges Picard, 06300 Nice, France",appartement,16
1 chambre appartement de 20m² à Nice,537,20,1,"06200 Nice, France",appartement,27
4 chambres appartement de 103m² à Nice,1700,103,4,"1 Avenue Auguste Vérola, 06200 Nice, France",appartement,17
2 chambres appartement de 34m² à Nice,850,34,2,"Nice, Maritime Alps, France",appartement,25
3 chambres appartement de 56m² à Nice,1099,56,3,"Nice, Maritime Alps, France",appartement,20
2 chambres appartement de 83m² à Nice,1640,83,2,"23 Rue de Rivoli, 06000 Nice, France",appartement,20
2 chambres appartement de 44m² à Nice,905,44,2,"Nice, Maritime Alps, France",appartement,21
4 chambres maison de 89m² à Nice,2200,89,4,"3 Avenue Sévigné, 06100 Nice, France",maison,25
5 chambres appartement de 158m² à Nice,3400,158,5,"Nice, Maritime Alps, France",appartement,22
1 chambre appartement de 15m² à Nice,540,15,1,"Nice, Maritime Alps, France",appartement,36
4 chambres appartement de 104m² à Nice,2500,104,4,"06200 Corniche Fleurie, France",appartement,24
2 chambres appartement de 61m² à Nice,1368,61,2,"91 Avenue de Gairaut, 06100 Nice, France",appartement,22
1 chambre appartement de 10m² à Nice,600,10,1,"Nice, Maritime Alps, France",appartement,60
1 chambre appartement de 21m² à Nice,635,21,1,"310 Avenue Jules Ferry, 83130 La Garde, France",appartement,30
3 chambres appartement de 140m² à Nice,2663,140,3,"Nice, Maritime Alps, France",appartement,19
2 chambres appartement de 59m² à Nice,839,59,2,"Nice, Maritime Alps, France",appartement,14
1 chambre de 110m² à Nice,600,110,1,"84 Avenue Sainte-Marguerite, 06200 Nice, France",chambre,5
1 chambre studio de 23m² à Nice,675,23,1,"31bis Rue Michel Ange, 06100 Nice, France",studio,29
2 chambres appartement de 41m² à Nice,704,41,2,"Nice Valley, Saint-Isidore, Nice, Maritime Alps, France",appartement,17
2 chambres appartement de 59m² à Nice,1200,59,2,"Nice, Maritime Alps, France",appartement,20
3 chambres appartement de 63m² à Nice,1295,63,3,"C&A, Boulevard Dubouchage, 06000 Nice, France",appartement,21
3 chambres appartement de 76m² à Nice,1235,76,3,"48 Avenue Jean Médecin, 06000 Nice, France",appartement,16
1 chambre appartement de 11m² à Strasbourg,340,11,1,"9 Rue Brûlée, 67000 Strasbourg, France",appartement,31
2 chambres appartement de 33m² à Strasbourg,513,33,2,"Strasbourg, Bas-Rhin, France",appartement,16
1 chambre appartement de 24m² à Strasbourg,330,24,1,"10 Rue Catherine Pozzi, 67200 Strasbourg, France",appartement,14
1 chambre appartement de 13m² à Strasbourg,249,13,1,"Strasbourg, Bas-Rhin, France",appartement,19
4 chambres appartement de 12m² à Strasbourg,345,12,4,"67100 Strasbourg, France",appartement,29
3 chambres appartement de 66m² à Strasbourg,922,66,3,"Strasbourg, Bas-Rhin, France",appartement,14
1 chambre appartement de 16m² à Strasbourg,367,16,1,"67200 Strasbourg, France",appartement,23
1 chambre appartement de 30m² à Strasbourg,527,30,1,"Strasbourg, Bas-Rhin, France",appartement,18
1 chambre appartement de 21m² à Strasbourg,480,21,1,"Strasbourg, Bas-Rhin, France",appartement,23
1 chambre appartement de 12m² à Strasbourg,486,12,1,"67100 Strasbourg, France",appartement,40
2 chambres appartement de 39m² à Strasbourg,651,39,2,"Strasbourg, Bas-Rhin, France",appartement,17
1 chambre appartement de 24m² à Strasbourg,606,24,1,"Strasbourg, Bas-Rhin, France",appartement,25
2 chambres appartement de 44m² à Strasbourg,738,44,2,"Strasbourg, Bas-Rhin, France",appartement,17
4 chambres appartement de 89m² à Strasbourg,1000,89,4,"Strasbourg, Bas-Rhin, France",appartement,11
2 chambres appartement de 44m² à Strasbourg,763,44,2,"Strasbourg, Bas-Rhin, France",appartement,17
1 chambre appartement de 30m² à Strasbourg,401,30,1,"10 Rue Catherine Pozzi, 67200 Strasbourg, France",appartement,13
3 chambres appartement de 57m² à Strasbourg,840,57,3,"3 b Rue des Frères Eberts, 67029 Strasbourg, France",appartement,15
3 chambres appartement de 56m² à Strasbourg,764,56,3,"9 Rue de Zürich, 67000 Strasbourg, France",appartement,14
5 chambres appartement de 134m² à Strasbourg,1470,134,5,"7 Allée de la Robertsau, 67091 Strasbourg, France",appartement,11
1 chambre appartement de 19m² à Strasbourg,633,19,1,"208 Avenue de Colmar, 67100 Strasbourg, France",appartement,33
1 chambre appartement de 32m² à Strasbourg,480,32,1,"67200 Strasbourg, France",appartement,15
3 chambres appartement de 62m² à Strasbourg,795,62,3,"Strasbourg, Bas-Rhin, France",appartement,13
2 chambres appartement de 60m² à Strasbourg,709,60,2,"Strasbourg, Bas-Rhin, France",appartement,12
3 chambres appartement de 63m² à Strasbourg,970,63,3,"9 Rue Brûlée, 67000 Strasbourg, France",appartement,15
2 chambres appartement de 40m² à Strasbourg,616,40,2,"21 Rue de Calais, 67026 Strasbourg, France",appartement,15
1 chambre appartement de 19m² à Strasbourg,430,19,1,"Strasbourg, Bas-Rhin, France",appartement,23
1 chambre appartement de 16m² à Strasbourg,600,16,1,"3 Rue du Parc, 67081 Strasbourg, France",appartement,38
1 chambre appartement de 11m² à Strasbourg,416,11,1,"21 Rue de Calais, 67026 Strasbourg, France",appartement,38
1 chambre appartement de 13m² à Strasbourg,560,13,1,"12 Rue Sainte-Catherine, 67000 Strasbourg, France",appartement,43
2 chambres appartement de 44m² à Strasbourg,875,44,2,"Strasbourg, Bas-Rhin, France",appartement,20
4 chambres appartement de 80m² à Strasbourg,845,80,4,"10 Rue de la Coudreuse, 67200 Strasbourg, France",appartement,11
1 chambre appartement de 87m² à Strasbourg,809,87,1,"10 Rue Catherine Pozzi, 67200 Strasbourg, France",appartement,9
1 chambre appartement de 13m² à Strasbourg,490,13,1,"16 Rue de Rome, 67000 Strasbourg, France",appartement,38
1 chambre appartement de 122m² à Strasbourg,700,122,1,"Strasbourg, Bas-Rhin, France",appartement,6
6 chambres maison de 170m² à Strasbourg,1313,170,6,"3 Rue du Parc, 67081 Strasbourg, France",maison,8
2 chambres appartement de 41m² à Strasbourg,690,41,2,"32 Rue de Soultz, 67100 Strasbourg, France",appartement,17
1 chambre de 68m² à Strasbourg,480,68,1,"Avenue de Vitry-le-François, 67017 Strasbourg, France",chambre,7
5 chambres appartement de 102m² à Strasbourg,1050,102,5,"1 Rue Christophe Thomas Walliser, 67201 Strasbourg, France",appartement,10
3 chambres appartement de 44m² à Strasbourg,690,44,3,"67200 Strasbourg, France",appartement,16
3 chambres appartement de 64m² à Strasbourg,906,64,3,"Strasbourg, Bas-Rhin, France",appartement,14
4 chambres appartement de 12m² à Strasbourg,385,12,4,"67100 Strasbourg, France",appartement,32
4 chambres appartement de 81m² à Strasbourg,995,81,4,"Strasbourg, Bas-Rhin, France",appartement,12
1 chambre appartement de 16m² à Strasbourg,448,16,1,"3 Rue du Parc, 67081 Strasbourg, France",appartement,28
4 chambres appartement de 110m² à Strasbourg,1035,110,4,"21 Rue de Calais, 67026 Strasbourg, France",appartement,9
1 chambre appartement de 12m² à Strasbourg,350,12,1,"Strasbourg, Bas-Rhin, France",appartement,29
3 chambres appartement de 62m² à Strasbourg,795,62,3,"67200 Strasbourg, France",appartement,13
1 chambre appartement de 16m² à Strasbourg,600,16,1,"3 Rue du Parc, 67081 Strasbourg, France",appartement,38
1 chambre appartement de 28m² à Strasbourg,590,28,1,"Strasbourg, Bas-Rhin, France",appartement,21
5 chambres appartement de 110m² à Strasbourg,1200,110,5,"Strasbourg, Bas-Rhin, France",appartement,11
1 chambre appartement de 20m² à Strasbourg,633,20,1,"45 Avenue du Rhin, 67100 Strasbourg, France",appartement,32
1 chambre appartement de 20m² à Strasbourg,606,20,1,"Strasbourg, Bas-Rhin, France",appartement,30
4 chambres appartement de 100m² à Strasbourg,1260,100,4,"67000 Strasbourg, France",appartement,13
2 chambres appartement de 46m² à Strasbourg,825,46,2,"48 c Rue de Sélestat, 67100 Strasbourg, France",appartement,18
2 chambres appartement de 46m² à Strasbourg,804,46,2,"327 Route de la Wantzenau, 67015 Strasbourg, France",appartement,17
1 chambre appartement de 24m² à Strasbourg,590,24,1,"Lady Sushi Strasbourg, 74 Avenue de la Forêt Noire, 67085 Strasbourg, France",appartement,25
1 chambre appartement de 15m² à Strasbourg,537,15,1,"3 Rue du Parc, 67081 Strasbourg, France",appartement,36
1 chambre appartement de 45m² à Strasbourg,617,45,1,"10 Rue Catherine Pozzi, 67200 Strasbourg, France",appartement,14
4 chambres appartement de 87m² à Strasbourg,929,87,4,"21 Rue de Calais, 67026 Strasbourg, France",appartement,11
2 chambres appartement de 52m² à Strasbourg,846,52,2,"67100 Strasbourg, France",appartement,16
3 chambres appartement de 76m² à Strasbourg,899,76,3,"3 Rue du Parc, 67081 Strasbourg, France",appartement,12
1 chambre appartement de 54m² à Strasbourg,731,54,1,"10 Rue Catherine Pozzi, 67200 Strasbourg, France",appartement,14
1 chambre appartement de 28m² à Strasbourg,600,28,1,"Strasbourg, Bas-Rhin, France",appartement,21
2 chambres appartement de 34m² à Strasbourg,660,34,2,"67100 Strasbourg, France",appartement,19
2 chambres appartement de 58m² à Strasbourg,820,58,2,"Strasbourg, Bas-Rhin, France",appartement,14
2 chambres appartement de 41m² à Strasbourg,746,41,2,"21 Rue de Calais, 67026 Strasbourg, France",appartement,18
3 chambres appartement de 64m² à Strasbourg,895,64,3,"67200 Strasbourg, France",appartement,14
2 chambres appartement de 34m² à Strasbourg,660,34,2,"Strasbourg, Bas-Rhin, France",appartement,19
5 chambres appartement de 142m² à Strasbourg,3690,142,5,"7b Rue du Général Picquart, 67000 Strasbourg, France",appartement,26
3 chambres appartement de 64m² à Strasbourg,1340,64,3,"67 Rue de Zürich, 67000 Strasbourg, France",appartement,21
3 chambres appartement de 101m² à Strasbourg,1080,101,3,"Strasbourg, Bas-Rhin, France",appartement,11
3 chambres appartement de 69m² à Strasbourg,870,69,3,"Strasbourg, Bas-Rhin, France",appartement,13
2 chambres appartement de 41m² à Strasbourg,1302,41,2,"14 Rue des Balayeurs, 67084 Strasbourg, France",appartement,32
1 chambre appartement de 48m² à Strasbourg,660,48,1,"10 Rue Catherine Pozzi, 67200 Strasbourg, France",appartement,14
2 chambres appartement de 33m² à Strasbourg,713,33,2,"Strasbourg, Bas-Rhin, France",appartement,22
4 chambres appartement de 70m² à Strasbourg,945,70,4,"67100 Strasbourg, France",appartement,14
5 chambres appartement de 141m² à Strasbourg,2090,141,5,"5 Rue de l'Observatoire, 67085 Strasbourg, France",appartement,15
3 chambres appartement de 64m² à Strasbourg,785,64,3,"13 Rue Voltaire, 67800 Bischheim, France",appartement,12
2 chambres appartement de 39m² à Strasbourg,731,39,2,"Strasbourg, Bas-Rhin, France",appartement,19
3 chambres appartement de 57m² à Strasbourg,839,57,3,"67100 Strasbourg, France",appartement,15
3 chambres appartement de 69m² à Strasbourg,870,69,3,"67100 Strasbourg, France",appartement,13
1 chambre appartement de 32m² à Bordeaux,400,32,1,"104 Avenue des Quarante Journaux, 33300 Bordeaux, France",appartement,12
1 chambre appartement de 28m² à Bordeaux,633,28,1,"124 Rue Charles Martin, 33300 Bordeaux, France",appartement,23
1 chambre appartement de 19m² à Bordeaux,358,19,1,"10 Rue de Nantes, 33300 Bordeaux, France",appartement,19
1 chambre appartement de 40m² à Bordeaux,590,40,1,"Bordeaux, Gironde, France",appartement,15
2 chambres appartement de 50m² à Bordeaux,860,50,2,"Air France, 37 Allées de Tourny, 33000 Bordeaux, France",appartement,17
1 chambre appartement de 50m² à Bordeaux,895,50,1,"Bordeaux Centre, Bordeaux, Gironde, France",appartement,18
3 chambres appartement de 61m² à Bordeaux,990,61,3,"33300 Bordeaux, France",appartement,16
1 chambre appartement de 12m² à Bordeaux,420,12,1,"Bordeaux, Gironde, France",appartement,35
1 chambre appartement de 17m² à Bordeaux,365,17,1,"Bordeaux, Gironde, France",appartement,21
2 chambres appartement de 39m² à Bordeaux,635,39,2,"Air France, 37 Allées de Tourny, 33000 Bordeaux, France",appartement,16
3 chambres appartement de 30m² à Bordeaux,600,30,3,"46 Rue Bonnefin, 33100 Bordeaux, France",appartement,20
4 chambres appartement de 32m² à Bordeaux,644,32,4,"18 Avenue Marcel Dassault, 33300 Bordeaux, France",appartement,20
1 chambre maison de 37m² à Bordeaux,695,37,1,"25 Rue Montméjean, 33100 Bordeaux, France",maison,19
1 chambre studio de 20m² à Bordeaux,565,20,1,"29 Rue Magendie, 33000 Bordeaux, France",studio,28
1 chambre studio de 21m² à Bordeaux,545,21,1,"9 Impasse Rateau, 33800 Bordeaux, France",studio,26
3 chambres appartement de 65m² à Bordeaux,890,65,3,"Bordeaux, Gironde, France",appartement,14
5 chambres appartement de 28m² à Bordeaux,520,28,5,"90 Rue Pierre Trébod, 33300 Bordeaux, France",appartement,19
2 chambres appartement de 33m² à Bordeaux,598,33,2,"9 Rue Cantemerle, 33000 Bordeaux, France",appartement,18
1 chambre de 21m² à Bordeaux,430,21,1,"131 Rue Stéhélin, 33200 Bordeaux, France",chambre,20
1 chambre de 21m² à Bordeaux,430,21,1,"131 Rue Stéhélin, 33200 Bordeaux, France",chambre,20
3 chambres appartement de 53m² à Bordeaux,792,53,3,"Bordeaux, Gironde, France",appartement,15
1 chambre studio de 25m² à Bordeaux,700,25,1,"28 Rue Lajarte, 33800 Bordeaux, France",studio,28
1 chambre appartement de 35m² à Bordeaux,650,35,1,"124 Rue Charles Martin, 33300 Bordeaux, France",appartement,19
1 chambre appartement de 20m² à Bordeaux,450,20,1,"Bordeaux, Gironde, France",appartement,22
1 chambre appartement de 29m² à Bordeaux,546,29,1,"10 Rue de Nantes, 33300 Bordeaux, France",appartement,19
3 chambres appartement de 65m² à Bordeaux,999,65,3,"201 Quai de Brazza, 33100 Bordeaux, France",appartement,15
3 chambres appartement de 87m² à Bordeaux,900,87,3,"Bordeaux, Gironde, France",appartement,10
2 chambres appartement de 34m² à Bordeaux,750,34,2,"Bordeaux, Gironde, France",appartement,22
2 chambres appartement de 33m² à Bordeaux,713,33,2,"Air France, 37 Allées de Tourny, 33000 Bordeaux, France",appartement,22
4 chambres appartement de 29m² à Bordeaux,590,29,4,"37 Avenue Thiers, 33100 Bordeaux, France",appartement,20
6 chambres maison de 33m² à Bordeaux,660,33,6,"41 Rue du Commandant Charcot, 33000 Bordeaux, France",maison,20
3 chambres appartement de 30m² à Bordeaux,590,30,3,"46 Rue Bonnefin, 33100 Bordeaux, France",appartement,20
2 chambres appartement de 41m² à Bordeaux,800,41,2,"4 Rue de Cursol, 33000 Bordeaux, France",appartement,20
4 chambres appartement de 32m² à Bordeaux,644,32,4,"22 Cours de Québec, 33300 Bordeaux, France",appartement,20
3 chambres appartement de 60m² à Bordeaux,944,60,3,"24 Rue des Maraichers, 33800 Bordeaux, France",appartement,16
6 chambres maison de 41m² à Bordeaux,760,41,6,"41 Rue du Commandant Charcot, 33000 Bordeaux, France",maison,19
3 chambres appartement de 65m² à Bordeaux,787,65,3,"12 Cours de Québec, 33300 Bordeaux, France",appartement,12
2 chambres appartement de 46m² à Bordeaux,720,46,2,"103 Rue Belleville, 33000 Bordeaux, France",appartement,16
1 chambre appartement de 7m² à Bordeaux,568,7,1,"Bordeaux, Gironde, France",appartement,81
1 chambre appartement de 20m² à Bordeaux,450,20,1,"Bordeaux, Gironde, France",appartement,22
1 chambre studio de 20m² à Bordeaux,600,20,1,"8 Rue André Dumercq, 33000 Bordeaux, France",studio,30
3 chambres maison de 59m² à Bordeaux,950,59,3,"Rue des Orangers, 33200 Bordeaux, France",maison,16
2 chambres appartement de 33m² à Bordeaux,660,33,2,"Bordeaux, Gironde, France",appartement,20
1 chambre de 26m² à Bordeaux,525,26,1,"Impasse Albert Touzin, 33300 Bordeaux, France",chambre,20
1 chambre appartement de 43m² à Bordeaux,1050,43,1,"Air France, 37 Allées de Tourny, 33000 Bordeaux, France",appartement,24
3 chambres appartement de 63m² à Bordeaux,890,63,3,"108bis Cours Saint Louis, 33300 Bordeaux, France",appartement,14
2 chambres appartement de 35m² à Bordeaux,520,35,2,"Air France, 37 Allées de Tourny, 33000 Bordeaux, France",appartement,15
2 chambres maison de 50m² à Bordeaux,910,50,2,"Projet Centre médico-scolaire Bordeaux Caudéran, 33200 Bordeaux, France",maison,18
4 chambres appartement de 100m² à Bordeaux,1685,100,4,"Bordeaux Sud, Bordeaux, Gironde, France",appartement,17
6 chambres appartement de 114m² à Bordeaux,545,114,6,"Air France, 37 Allées de Tourny, 33000 Bordeaux, France",appartement,5
1 chambre appartement de 14m² à Bordeaux,490,14,1,"33800 Bordeaux, France",appartement,35
1 chambre appartement de 68m² à Bordeaux,1290,68,1,"10 Rue de Nantes, 33300 Bordeaux, France",appartement,19
5 chambres appartement de 30m² à Bordeaux,570,30,5,"31 Cours de Québec, 33300 Bordeaux, France",appartement,19
4 chambres appartement de 124m² à Bordeaux,1500,124,4,"179 Cours du Médoc, 33300 Bordeaux, France",appartement,12
5 chambres appartement de 27m² à Bordeaux,550,27,5,"90 Rue Pierre Trébod, 33300 Bordeaux, France",appartement,20
3 chambres appartement de 142m² à Bordeaux,3800,142,3,"7 Place Gambetta, 33000 Bordeaux, France",appartement,27
4 chambres appartement de 34m² à Bordeaux,644,34,4,"17 Avenue André Reinson, 33300 Bordeaux, France",appartement,19
4 chambres appartement de 30m² à Bordeaux,590,30,4,"6 Boulevard Albert 1er, 33800 Bordeaux, France",appartement,20
2 chambres maison de 38m² à Bordeaux,876,38,2,"Bordeaux Chartrons, Rue Sicard, 33000 Bordeaux, France",maison,23
1 chambre de 120m² à Bordeaux,450,120,1,"50 Rue Lafontaine, 33800 Bordeaux, France",chambre,4
3 chambres appartement de 170m² à Bordeaux,4100,170,3,"Bordeaux, Gironde, France",appartement,24
4 chambres appartement de 78m² à Bordeaux,1030,78,4,"Bordeaux, Gironde, France",appartement,13
4 chambres maison de 162m² à Bordeaux,2150,162,4,"Grand Théâtre, Cours du Chapeau Rouge, 33000 Bordeaux, France",maison,13
1 chambre maison de 10m² à Bordeaux,507,10,1,"Projet Centre médico-scolaire Bordeaux Caudéran, 33200 Bordeaux, France",maison,51
3 chambres appartement de 90m² à Bordeaux,1230,90,3,"Bordeaux, Gironde, France",appartement,14
2 chambres appartement de 30m² à Bordeaux,563,30,2,"27 Place Simiot, 33800 Bordeaux, France",appartement,19
1 chambre studio de 18m² à Bordeaux,560,18,1,"Bordeaux, Gironde, France",studio,31
5 chambres appartement de 114m² à Bordeaux,2212,114,5,"103 Rue Godard, 33200 Bordeaux, France",appartement,19
1 chambre appartement de 25m² à Bordeaux,440,25,1,"Bordeaux, Gironde, France",appartement,18
1 chambre de 26m² à Bordeaux,525,26,1,"Passage Belair, 33800 Bordeaux, France",chambre,20
3 chambres appartement de 75m² à Bordeaux,921,75,3,"172 Rue Sainte-Catherine, 33000 Bordeaux, France",appartement,12
1 chambre appartement de 12m² à Bordeaux,420,12,1,"Air France, 37 Allées de Tourny, 33000 Bordeaux, France",appartement,35
3 chambres appartement de 67m² à Bordeaux,1290,67,3,"17 Rue Jean Descas, 33800 Bordeaux, France",appartement,19
4 chambres maison de 100m² à Bordeaux,1748,100,4,"Bordeaux, Gironde, France",maison,17
5 chambres appartement de 33m² à Bordeaux,625,33,5,"31 Cours de Québec, 33300 Bordeaux, France",appartement,19
1 chambre appartement de 34m² à Bordeaux,646,34,1,"10 Rue de Nantes, 33300 Bordeaux, France",appartement,19
1 chambre de 85m² à Bordeaux,644,85,1,"4 Rue de Cursol, 33000 Bordeaux, France",chambre,8
1 chambre maison de 11m² à Bordeaux,507,11,1,"Projet Centre médico-scolaire Bordeaux Caudéran, 33200 Bordeaux, France",maison,46
3 chambres maison de 103m² à Bordeaux,1552,103,3,"Bordeaux, Gironde, France",maison,15
1 chambre de 88m² à Bordeaux,550,88,1,"33000 Bordeaux, France",chambre,6
